item,store_type
Clarifying shampoo,beauty_salon
Leave-in conditioner,beauty_salon
Dry shampoo,beauty_salon
Beard oil,beauty_salon
Beard balm,beauty_salon
Hair ribbons,beauty_salon
Hair ties,beauty_salon
Hairbands,beauty_salon
Hair ornaments,beauty_salon
Hairpins,beauty_salon
Hair elastics,beauty_salon
Hair donuts,beauty_salon
Hair wigs,beauty_salon
Hair volumizing powder,beauty_salon
Hair detangling spray,beauty_salon
Hair heat protectant,beauty_salon
Hair root touch-up spray,beauty_salon
Hair treatment oil,beauty_salon
Hair strengthening shampoo,beauty_salon
Hair strengthening conditioner,beauty_salon
Hair regrowth treatment,beauty_salon
Hair thickening spray,beauty_salon
Hair primer,beauty_salon
Hair growth serum,beauty_salon
Hair loss shampoo,beauty_salon
Hair loss conditioner,beauty_salon
Hair color remover,beauty_salon
Lipstick,beauty_salon
Lip gloss,beauty_salon
Lip balm,beauty_salon
Lip liner,beauty_salon
Lip stain,beauty_salon
Lip plumper,beauty_salon
Lip scrub,beauty_salon
Mascara,beauty_salon
Eyeliner,beauty_salon
Eyeshadow,beauty_salon
Eyebrow pencil,beauty_salon
Eyebrow gel,beauty_salon
Eyebrow powder,beauty_salon
Eyebrow pomade,beauty_salon
Eyebrow stencil,beauty_salon
Eyebrow brush,beauty_salon
Eyebrow serum,beauty_salon
Foundation,beauty_salon
Concealer,beauty_salon
Primer,beauty_salon
BB cream,beauty_salon
CC cream,beauty_salon
Tinted moisturizer,beauty_salon
Compact powder,beauty_salon
Loose powder,beauty_salon
Setting powder,beauty_salon
Blush,beauty_salon
Bronzer,beauty_salon
Highlighter,beauty_salon
Contour palette,beauty_salon
Makeup brushes,beauty_salon
Makeup sponge,beauty_salon
Setting spray,beauty_salon
Makeup remover,beauty_salon
Face cleanser,beauty_salon
Face toner,beauty_salon
Face moisturizer,beauty_salon
Face serum,beauty_salon
Face mask,beauty_salon
Sheet mask,beauty_salon
Clay mask,beauty_salon
Gel mask,beauty_salon
Eye cream,beauty_salon
Eye mask,beauty_salon
Facial scrub,beauty_salon
Facial mist,beauty_salon
Facial oil,beauty_salon
Facial sunscreen,beauty_salon
Nail polish,beauty_salon
Nail polish remover,beauty_salon
Nail file,beauty_salon
Nail buffer,beauty_salon
Cuticle oil,beauty_salon
Cuticle remover,beauty_salon
Cuticle pusher,beauty_salon
Base coat,beauty_salon
Top coat,beauty_salon
Acrylic nails,beauty_salon
Gel nails,beauty_salon
Nail art stickers,beauty_salon
Nail art brushes,beauty_salon
Nail art gems,beauty_salon
Nail glue,beauty_salon
Nail strengthening treatment,beauty_salon
Pedicure tools,beauty_salon
Foot scrub,beauty_salon
Foot cream,beauty_salon
Callus remover,beauty_salon
Body lotion,beauty_salon
Body wash,beauty_salon
Body scrub,beauty_salon
Body oil,beauty_salon
Body butter,beauty_salon
Hand cream,beauty_salon
Hand sanitizer,beauty_salon
Hand wash,beauty_salon
Hand mask,beauty_salon
Hand scrub,beauty_salon
Bath bombs,beauty_salon
Bath salts,beauty_salon
Bubble bath,beauty_salon
Shower gel,beauty_salon
Shower oil,beauty_salon
Exfoliating soap,beauty_salon
Shaving cream,beauty_salon
Razor blades,beauty_salon
After-shave lotion,beauty_salon
Waxing kit,beauty_salon
Depilatory cream,beauty_salon
Hair removal strips,beauty_salon
Hot wax beads,beauty_salon
Massage oil,beauty_salon
Massage stones,beauty_salon
Essential oils,beauty_salon
Aromatherapy candles,beauty_salon
Eye patches,beauty_salon
Face mist,beauty_salon
Face wipes,beauty_salon
Makeup case,beauty_salon
Makeup organizer,beauty_salon
Makeup mirror,beauty_salon
Cosmetic bag,beauty_salon
Towels,beauty_salon
Robes,beauty_salon
Slippers,beauty_salon
Spa headbands,beauty_salon
Spa gloves,beauty_salon
Disposable face masks,beauty_salon
Waxing sticks,beauty_salon
Disposable gloves,beauty_salon
Disposable towels,beauty_salon
Cotton pads,beauty_salon
Cotton balls,beauty_salon
Sanitary napkins,beauty_salon
Hair caps,beauty_salon
Hair salon cape,beauty_salon
Salon chair,beauty_salon
Manicure table,beauty_salon
Salon trolley,beauty_salon
Wax warmer,beauty_salon
Nail lamp,beauty_salon
Massage table,beauty_salon
Towel warmer,beauty_salon
Salon sink,beauty_salon
Facial steamer,beauty_salon
Magnifying lamp,beauty_salon
Salon stool,beauty_salon
Hairdressing scissors,beauty_salon
Hair clippers,beauty_salon
Hair rollers,beauty_salon
Hair perm rods,beauty_salon
Hair perm lotion,beauty_salon
Hair perm neutralizer,beauty_salon
Disposable gloves,beauty_salon
Disposable aprons,beauty_salon
Eyelash curler,beauty_salon
Tweezers,beauty_salon
Makeup palette,beauty_salon
Cosmetics case,beauty_salon
Makeup chair,beauty_salon
Pedicure chair,beauty_salon
Spa bed,beauty_salon
Spa chair,beauty_salon
Hot stone heater,beauty_salon
Paraffin wax bath,beauty_salon
Hair steamers,beauty_salon
Aromatherapy diffuser,beauty_salon
Salon signage,beauty_salon
Beer,bar
Wine,bar
Whiskey,bar
Vodka,bar
Rum,bar
Tequila,bar
Gin,bar
Bourbon,bar
Scotch,bar
Cider,bar
Brandy,bar
Champagne,bar
Martini,bar
Margarita,bar
Mojito,bar
Old Fashioned,bar
Negroni,bar
Cosmopolitan,bar
Sangria,bar
Daiquiri,bar
Pina Colada,bar
White Russian,bar
Manhattan,bar
Sake,bar
Prosecco,bar
Pinot Grigio,bar
Chardonnay,bar
Sauvignon Blanc,bar
Merlot,bar
Cabernet Sauvignon,bar
Malbec,bar
Shiraz,bar
Zinfandel,bar
Blue Moon,bar
Heineken,bar
Corona,bar
Stella Artois,bar
Guinness,bar
Pabst Blue Ribbon,bar
Budweiser,bar
Bud Light,bar
Coors Light,bar
Jack Daniel's,bar
Jameson,bar
Hennessy,bar
Jose Cuervo,bar
Captain Morgan,bar
Grey Goose,bar
Absolut Vodka,bar
Smirnoff,bar
Bacardi,bar
Malibu,bar
Patron,bar
Bombay Sapphire,bar
Tanqueray,bar
Crown Royal,bar
Maker's Mark,bar
Woodford Reserve,bar
Jim Beam,bar
Canadian Club,bar
Baileys Irish Cream,bar
Kahlua,bar
Jägermeister,bar
Fireball,bar
Amaretto,bar
Grand Marnier,bar
Disaronno,bar
Campari,bar
Drambuie,bar
Southern Comfort,bar
Aperol,bar
Fernet-Branca,bar
Goldschläger,bar
Midori,bar
Bailey's Chocolate Luxe,bar
Vermouth,bar
Cointreau,bar
Frangelico,bar
Tia Maria,bar
Chartreuse,bar
Pimm's,bar
Limoncello,bar
Crème de Menthe,bar
Irish Coffee,bar
Hot Toddy,bar
Bloody Mary,bar
Screwdriver,bar
Sex on the Beach,bar
Long Island Iced Tea,bar
Moscow Mule,bar
Mai Tai,bar
Zombie,bar
Hurricane,bar
Irish Car Bomb,bar
Cosmopolitan,bar
Bellini,bar
Caipirinha,bar
Mojito,bar
Paloma,bar
Spritz,bar
Whiskey Sour,bar
Tom Collins,bar
French 75,bar
Mint Julep,bar
White Russian,bar
B-52,bar
Black Russian,bar
Singapore Sling,bar
Tequila Sunrise,bar
Old Fashioned,bar
Sazerac,bar
White Claw,bar
Mike's Hard Lemonade,bar
Smirnoff Ice,bar
Bacardi Breezer,bar
Palm Breeze,bar
Seagram's Escapes,bar
Mike's Hard Punch,bar
Twisted Tea,bar
Four Loko,bar
Angry Orchard,bar
Strongbow,bar
Woodchuck,bar
Stella Artois Cidre,bar
Ace Cider,bar
Kopparberg,bar
Crabbie's,bar
Magners,bar
Bulmers,bar
Hornsby's,bar
Scrumpy's,bar
Wolffer Estate Rosé Cider,bar
Angry Orchard Rosé,bar
Black Box Rosé,bar
Kin White Whiskey,bar
Tullamore Dew,bar
Glenfiddich,bar
The Macallan,bar
Ardbeg,bar
Laphroaig,bar
Talisker,bar
Lagavulin,bar
Bowmore,bar
Highland Park,bar
Bruichladdich,bar
Glenmorangie,bar
Balvenie,bar
Glenlivet,bar
Glenkinchie,bar
Auchentoshan,bar
Ardbeg Corryvreckan,bar
Caol Ila,bar
Kilchoman,bar
Yamazaki,bar
Hakushu,bar
Hibiki,bar
Nikka,bar
Buffalo Trace,bar
Blanton's,bar
Bulleit,bar
Four Roses,bar
Woodford Reserve,bar
Jim Beam Devil's Cut,bar
Rebel Yell,bar
Wild Turkey,bar
Evan Williams,bar
Johnny Walker,bar
Dewar's,bar
Glen Grant,bar
Monkey Shoulder,bar
Aberlour,bar
Glenrothes,bar
Bowmore 12 Year Old,bar
Port Charlotte,bar
BenRiach,bar
Highland Park 12 Year Old,bar
Talisker 10 Year Old,bar
Glenfiddich 12 Year Old,bar
Macallan 12 Year Old,bar
Lagavulin 16 Year Old,bar
Laphroaig 10 Year Old,bar
Balvenie DoubleWood,bar
Dalmore,bar
Glenmorangie 10 Year Old,bar
Oban,bar
Singleton of Dufftown,bar
Jura,bar
Dalwhinnie,bar
Tomintoul,bar
Mortlach,bar
Chivas Regal,bar
Johnnie Walker Black Label,bar
Glenlivet 12 Year Old,bar
Bulleit Bourbon,bar
Crown Royal,bar
Jameson Irish Whiskey,bar
Maker's Mark,bar
Woodford Reserve Bourbon,bar
Jose Cuervo Gold,bar
Don Julio,bar
ATM machine,bank
Cash,bank
Checking account,bank
Savings account,bank
Bank teller,bank
Deposit slip,bank
Withdrawal slip,bank
Chequebook,bank
Debit card,bank
Credit card,bank
Currency exchange,bank
Account statement,bank
Loan application,bank
Mortgage,bank
Interest rate,bank
Safe deposit box,bank
Online banking,bank
Mobile banking app,bank
Money transfer,bank
Cheque deposit,bank
Bill payment,bank
Financial advisor,bank
Personal identification number (PIN),bank
Account balance,bank
Bank manager,bank
Overdraft protection,bank
Automatic bill payment,bank
Wire transfer,bank
Money order,bank
Notary services,bank
Investment services,bank
Retirement account,bank
Certificate of deposit (CD),bank
Bank vault,bank
Foreign currency exchange,bank
Electronic funds transfer,bank
Credit score,bank
Fraud protection,bank
Personal loan,bank
Business loan,bank
Line of credit,bank
Foreclosure,bank
Bank statement,bank
Account holder,bank
Direct deposit,bank
Mobile check deposit,bank
Cashier's check,bank
Escrow account,bank
Interest-bearing account,bank
Joint account,bank
Signature card,bank
Auto loan,bank
Home equity loan,bank
Share certificate,bank
Identity theft protection,bank
Financial literacy resources,bank
Customer support,bank
Auto insurance,bank
Renters' insurance,bank
Title insurance,bank
Money market account,bank
Annual percentage yield (APY),bank
Stocks and bonds,bank
Mutual funds,bank
Overhead projector,bank
Corporate accounts,bank
Health savings account (HSA),bank
Student loans,bank
Merchant services,bank
Small business loans,bank
Equipment financing,bank
Point of sale (POS) system,bank
Electronic check conversion,bank
Remote deposit capture,bank
Payroll services,bank
Notarized documents,bank
Financial planning,bank
Estate planning,bank
Stock market investments,bank
Insurance brokerage,bank
Tax return services,bank
Financial reporting tools,bank
Account reconciliation,bank
Savings account interest rate,bank
Loan interest rate,bank
Retirement planning,bank
Money management tools,bank
User authentication,bank
Risk management,bank
Business credit card,bank
Wire transfer fees,bank
Trust services,bank
Commercial real estate loans,bank
Virtual wallet,bank
Business checking account,bank
Merchant cash advance,bank
Prepaid debit card,bank
Money market funds,bank
Beneficiary designation,bank
Initial public offering (IPO),bank
Interest compounding,bank
Wealth management,bank
Account closure,bank
IRA account,bank
Credit monitoring services,bank
Financial education classes,bank
Account holder agreement,bank
Offshore banking,bank
Venture capital,bank
Commercial lending,bank
Small business banking,bank
Tax planning,bank
Stock brokerage account,bank
Equipment leasing,bank
Cash management services,bank
Risk assessment,bank
Currency exchange rates,bank
Business line of credit,bank
Insurance claims processing,bank
Cash counting machine,bank
Foreign wire transfer,bank
Trustee services,bank
Credit counseling,bank
Rollover IRA,bank
Secured credit card,bank
Trade finance,bank
Multicurrency account,bank
Financial technology (fintech) partnerships,bank
Consumer loans,bank
Commercial mortgage loans,bank
Inheritance distribution,bank
Health insurance premium payments,bank
Disability insurance,bank
Stock trading platform,bank
Home equity line of credit (HELOC),bank
Debt consolidation loan,bank
Business insurance,bank
Remittance services,bank
Certificate of deposit (CD) rates,bank
Digital wallets,bank
Tax-free savings account (TFSA),bank
Self-directed IRA,bank
Money market account rates,bank
Educational loans,bank
Invoice factoring,bank
Medicare information,bank
Annuities,bank
HSA contribution limits,bank
Prepaid cards,bank
Commercial banking services,bank
Corporate credit cards,bank
Fixed-rate mortgage,bank
Construction loans,bank
Investment portfolios,bank
Cash management solutions,bank
Unsecured personal loan,bank
SBA loans,bank
Mortgage refinancing,bank
Peer-to-peer lending,bank
Bridge loans,bank
Private banking services,bank
Retirement plan administration,bank
Nonprofit banking,bank
Merchant acquiring services,bank
Small business financial software,bank
Money market rates,bank
Homeowners insurance,bank
Trust account management,bank
Escrow services,bank
Health reimbursement arrangement (HRA),bank
Stock trading fees,bank
Term life insurance,bank
Acceptance of credit cards,bank
Business credit account,bank
Commercial credit line,bank
Retiree banking services,bank
Money transfer fees,bank
Home appraisal services,bank
Remittance rates,bank
Medical banking services,bank
Estate accounts,bank
Factoring services,bank
Credit union membership,bank
Fundraising banking services,bank
Business financial planning,bank
Bank customer service,bank
Tax-exempt bonds,bank
Collectibles investment advice,bank
Asset-backed securities,bank
Export financing,bank
Export letters of credit,bank
International cash management,bank
Tax-exempt money market funds,bank
Premium financing,bank
Health savings account rates,bank
Credit card processing,bank
Inherited IRA,bank
Business accounting services,bank
Intellectual property financing,bank
Blank deposit slips,bank
Baguette,bakery
Croissant,bakery
Sourdough bread,bakery
Muffin,bakery
Danish pastry,bakery
Cinnamon roll,bakery
Banana bread,bakery
Pain au chocolat,bakery
Blueberry scone,bakery
Apple turnover,bakery
Pumpkin pie,bakery
Chocolate chip cookie,bakery
Éclair,bakery
Cheesecake,bakery
Red velvet cake,bakery
Brownie,bakery
Macaron,bakery
Fruit tart,bakery
Key lime pie,bakery
Donut,bakery
Rye bread,bakery
Pretzel,bakery
Focaccia,bakery
Almond croissant,bakery
Lemon bar,bakery
Pound cake,bakery
Pita bread,bakery
Coconut macaroon,bakery
Apple strudel,bakery
Bagel,bakery
Oatmeal raisin cookie,bakery
Black forest cake,bakery
Rugelach,bakery
Cornbread,bakery
Lemon poppy seed muffin,bakery
Sticky buns,bakery
Linzer cookie,bakery
Caramel pecan pie,bakery
Chocolate babka,bakery
King cake,bakery
Challah bread,bakery
Baklava,bakery
Sugar cookie,bakery
Hawaiian sweet bread,bakery
Pineapple upside-down cake,bakery
Fudge brownie,bakery
Cherry turnover,bakery
Crème brûlée,bakery
Angel food cake,bakery
Walnut bread,bakery
Gingerbread cookie,bakery
Raspberry danish,bakery
Chocolate éclair,bakery
Apple crumble pie,bakery
Almond biscotti,bakery
Irish soda bread,bakery
Churro,bakery
Blueberry muffin,bakery
Chocolate croissant,bakery
Oreo cheesecake,bakery
Carrot cake,bakery
Pecan pie,bakery
Peanut butter cookie,bakery
Creme caramel,bakery
French toast,bakery
Cannoli,bakery
Raspberry tart,bakery
Pumpernickel bread,bakery
Coconut cream pie,bakery
Italian wedding cookies,bakery
Caramel apple pie,bakery
Pumpkin muffin,bakery
Fig bar,bakery
Corn muffin,bakery
Marble cake,bakery
Caramelized onion bread,bakery
Chocolate fudge cake,bakery
"Scones (plain, fruit, or cheese)",bakery
Lemon meringue pie,bakery
Palmiers,bakery
Oatmeal cookie,bakery
Vanilla custard pie,bakery
Banana nut bread,bakery
Apple fritter,bakery
Pão de queijo,bakery
Sticky toffee pudding,bakery
Cheese danish,bakery
Raspberry swirl bread,bakery
Almond macaroon,bakery
Boston cream pie,bakery
Gingerbread loaf,bakery
Caramel apple turnover,bakery
Cinnamon swirl bread,bakery
Macadamia nut cookie,bakery
Éclair cake,bakery
Strawberry shortcake,bakery
Chocolate cherry cake,bakery
Poppy seed bagel,bakery
Lemon pound cake,bakery
Buttermilk biscuit,bakery
Cherry pie,bakery
Cheese roll,bakery
Date bar,bakery
Anise biscotti,bakery
Pumpkin bread,bakery
Pineapple coconut muffin,bakery
Blackberry pie,bakery
Raspberry-filled donut,bakery
Caramel walnut brownie,bakery
German chocolate cake,bakery
Cheddar jalapeño bread,bakery
Cannoli cake,bakery
Blueberry hand pie,bakery
Oat scone,bakery
Cherry almond tart,bakery
Praline pecan cake,bakery
Peach cobbler,bakery
Lemon ricotta cookie,bakery
Cinnamon raisin bagel,bakery
Nutella-filled croissant,bakery
Apple cinnamon coffee cake,bakery
Raspberry linzer tart,bakery
Honey wheat bread,bakery
Blueberry turnover,bakery
Nut brittle,bakery
Sourdough pretzel,bakery
Almond poppy seed muffin,bakery
Red currant scone,bakery
White chocolate macadamia cookie,bakery
Peach pie,bakery
Seven-layer bar,bakery
Chocolate brioche,bakery
Lemon lavender bread,bakery
Coffee crumb cake,bakery
Pumpkin oatmeal cookie,bakery
Apple custard turnover,bakery
Strawberry rhubarb pie,bakery
Coffee canelé,bakery
Caramel chocolate chip brownie,bakery
Pear frangipane tart,bakery
Pumpkin cheesecake,bakery
Cheese cracker,bakery
Almond croissant twist,bakery
Oatmeal raisin scone,bakery
Chocolate mousse cake,bakery
Apple cranberry muffin,bakery
Lemon ginger biscotti,bakery
Apricot tart,bakery
Cinnamon sugar pretzel,bakery
Lemon blueberry coffee cake,bakery
Caramel apple scone,bakery
Raspberry white chocolate muffin,bakery
Blackberry turnover,bakery
Cranberry orange scone,bakery
Chocolate black forest tart,bakery
Banana cream pie,bakery
Hazelnut biscotti,bakery
Peach cobbler muffin,bakery
